id,direction,actual_state,expected_route,reason,p_entry,p_now,drift,slope,abs_delta,gamma_ratio,persistence,confirmations,edb_lean,edb_conf,ggr,kpf,option_exit_friction,future_hedge_friction
case_003505,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.015795,0.561098,0.545303,1.090606,0.715,0.7147,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,84.68,POSITIVE_GAMMA_PINNING,PENETRATED,EXTREME,MEDIUM
case_003507,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.427035,0.524868,0.097832,0.000571,0.3559,2.5428,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,61.06,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,GOOD,LOW
case_003509,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.46847,0.520708,0.052238,0.104475,0.4189,2.2291,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,70.81,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,LOW,MEDIUM
case_003512,SHORT_CALL,EXIT_PREFERRED,WATCH,exit_preferred_too_eager,0.704366,0.713875,0.009509,0.019017,0.4749,2.4398,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,60.43,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,LOW,MEDIUM
case_003519,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.561942,0.517964,-0.043978,-0.004669,0.1086,0.6268,LOW,,BEARISH,51.45,POSITIVE_GAMMA_PINNING,OK,LOW,MEDIUM
case_003522,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.269334,0.61753,0.348196,0.696392,0.4601,1.9338,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,78.32,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,HIGH,LOW
case_003533,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.727633,0.543324,-0.184309,-0.368618,0.4388,2.4233,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,59.68,POSITIVE_GAMMA_PINNING,TOUCHED,LOW,LOW
case_003538,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.774134,0.684043,-0.090091,-0.180182,0.4339,0.9788,LOW,,BULLISH,37.68,CALM_TRANSITION,OK,POOR,LOW
case_003539,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.694688,0.770618,0.07593,0.15186,0.3162,1.9211,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,57.18,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,EXTREME,LOW
case_003549,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.647704,0.641848,-0.005857,0.013257,0.4792,0.6264,LOW,,BULLISH,57.97,CALM_TRANSITION,INTACT,MEDIUM,LOW
case_003552,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.263706,0.420687,0.156981,0.313962,0.4605,2.597,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,54.79,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,EXTREME,MEDIUM
case_003558,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.627712,0.587383,-0.040329,-0.080657,0.443,0.6162,LOW,,BEARISH,73.05,CALM_TRANSITION,INTACT,LOW,LOW
case_003567,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.633848,0.733643,0.099795,0.19959,0.4094,0.6638,LOW,EDB_ADVERSE,BEARISH,67.04,POSITIVE_GAMMA_PINNING,OK,MEDIUM,LOW
case_003579,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.731754,0.56254,-0.169214,-0.338428,0.2041,3.031,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,60.95,POSITIVE_GAMMA_PINNING,ABSENT,EXTREME,MEDIUM
case_003582,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.427047,0.599054,0.172008,0.344016,0.5895,1.8617,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,78.49,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_003590,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.749576,0.596913,-0.152663,-0.002205,0.122,1.6617,LOW,,BULLISH,53.5,CALM_TRANSITION,INTACT,LOW,MEDIUM
case_003600,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.087166,0.376941,0.289775,0.044552,0.4309,2.491,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,58.28,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,EXTREME,MEDIUM
case_003601,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.610489,0.60315,-0.007339,-0.014678,0.4301,0.6971,LOW,,BEARISH,77.6,POSITIVE_GAMMA_PINNING,OK,LOW,LOW
case_003604,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.582341,0.726446,0.144105,0.28821,0.5201,1.3478,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,60.0,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,EXTREME,MEDIUM
case_003606,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.649931,0.590563,-0.059369,-0.118738,0.3872,2.1291,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,56.22,POSITIVE_GAMMA_PINNING,ABSENT,GOOD,LOW
case_003610,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.564854,0.607105,0.042251,0.084503,0.2753,0.9902,LOW,,BULLISH,59.27,POSITIVE_GAMMA_PINNING,THICK_BUFFER,GOOD,MEDIUM
case_003619,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.609208,0.594439,-0.014769,-0.029539,0.3863,0.9882,LOW,,BEARISH,77.35,POSITIVE_GAMMA_PINNING,INTACT,GOOD,MEDIUM
case_003627,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.678193,0.512974,-0.165219,-0.330439,0.4952,0.6401,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,69.31,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,LOW
case_003628,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.142001,0.418406,0.276405,0.552809,0.494,2.0244,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,64.42,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,LOW
case_003629,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.460069,0.538782,0.078713,0.054305,0.2452,1.1007,LOW,,NEUTRAL,49.61,POSITIVE_GAMMA_PINNING,THICK_BUFFER,POOR,LOW
case_003639,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.17158,0.592238,0.420658,0.005229,0.6072,2.7867,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,72.97,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,LOW
case_003644,SHORT_CALL,WATCH,HEDGE_READY,late_hedge_or_missing_hard_risk_path,0.44594,0.643471,0.197531,0.014751,0.7073,1.9631,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,40.86,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,POOR,MEDIUM
case_003649,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.72377,0.633077,-0.090692,-0.036186,0.1539,0.5916,LOW,,BULLISH,68.35,CALM_TRANSITION,OK,LOW,LOW
case_003661,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.633338,0.533466,-0.099872,0.023105,0.3402,2.9103,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,46.53,POSITIVE_GAMMA_PINNING,ABSENT,GOOD,MEDIUM
case_003662,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.744428,0.778152,0.033724,0.010419,0.2662,0.7043,LOW,,BEARISH,64.9,CALM_TRANSITION,INTACT,MEDIUM,MEDIUM
case_003663,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.463899,0.573007,0.109108,0.218215,0.2976,2.4551,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,47.23,CALM_TRANSITION,PENETRATED,MEDIUM,LOW
case_003672,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.594901,0.603653,0.008752,0.017504,0.3507,1.6314,LOW,,BULLISH,65.01,NEGATIVE_GAMMA_AMPLIFYING,OK,POOR,LOW
case_003680,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.722085,0.748339,0.026254,0.048798,0.3513,1.7449,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,55.39,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,LOW,MEDIUM
case_003693,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.326808,0.556768,0.229961,0.459921,0.6614,2.5803,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,40.69,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,LOW
case_003694,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.295691,0.478521,0.18283,0.36566,0.4894,2.9027,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,59.85,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,HIGH,LOW
case_003703,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.297979,0.58088,0.282901,-0.02715,0.634,1.3383,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,82.55,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,MEDIUM
case_003704,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.644865,0.594085,-0.05078,0.095955,0.1231,2.3274,LOW,,BULLISH,64.19,CALM_TRANSITION,OK,MEDIUM,MEDIUM
case_003715,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.361706,0.614109,0.252403,0.504807,0.3509,2.6475,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,36.66,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,EXTREME,LOW
case_003716,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.664627,0.616967,-0.04766,-0.095321,0.5017,2.2632,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,58.72,POSITIVE_GAMMA_PINNING,PENETRATED,EXTREME,LOW
case_003720,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.753024,0.634814,-0.11821,-0.23642,0.3795,2.9601,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,51.76,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,MEDIUM
case_003732,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.245504,0.34856,0.103056,0.206113,0.5062,1.3724,LOW,,BEARISH,51.32,POSITIVE_GAMMA_PINNING,INTACT,LOW,LOW
case_003737,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.53847,0.672314,0.133844,0.267687,0.5779,1.8216,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,61.93,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,MEDIUM
case_003741,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.558646,0.655583,0.096938,0.193875,0.365,1.1301,LOW,,BULLISH,56.68,POSITIVE_GAMMA_PINNING,OK,MEDIUM,LOW
case_003743,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.677595,0.507738,-0.169856,-0.339713,0.4176,0.8901,LOW,,BEARISH,64.87,POSITIVE_GAMMA_PINNING,THICK_BUFFER,GOOD,MEDIUM
case_003745,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.591831,0.630237,0.038406,0.076811,0.5322,2.6026,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,47.28,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_003750,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.795326,0.831531,0.036205,0.072409,0.5486,1.4538,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,51.75,POSITIVE_GAMMA_PINNING,TOUCHED,GOOD,MEDIUM
case_003752,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.694991,0.726385,0.031394,0.062788,0.322,2.3244,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,48.76,CALM_TRANSITION,TOUCHED,HIGH,LOW
case_003755,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.485896,0.529272,0.043377,0.086754,0.3068,0.9269,LOW,,BEARISH,51.33,POSITIVE_GAMMA_PINNING,INTACT,LOW,LOW
case_003763,SHORT_PUT,EXIT_PREFERRED,WATCH,exit_preferred_too_eager,0.742231,0.849291,0.10706,0.21412,0.3821,2.3089,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,35.07,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,GOOD,MEDIUM
case_003764,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.591107,0.509929,-0.081178,-0.162355,0.3125,1.2746,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,51.91,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,LOW
case_003771,SHORT_PUT,EXIT_PREFERRED,WATCH,exit_preferred_too_eager,0.760475,0.879949,0.119473,0.039997,0.5253,1.4391,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,60.71,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,MEDIUM,LOW
case_003773,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.451127,0.55443,0.103303,0.206607,0.3576,2.7997,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,51.16,POSITIVE_GAMMA_PINNING,ABSENT,HIGH,MEDIUM
case_003776,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.679508,0.593471,-0.086038,-0.172075,0.2006,2.6797,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,75.58,CALM_TRANSITION,PENETRATED,MEDIUM,LOW
case_003793,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.327499,0.559461,0.231962,0.463925,0.7709,0.6901,MEDIUM,EDB_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,74.79,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,POOR,LOW
case_003794,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.726863,0.76927,0.042407,0.084815,0.245,2.2534,LOW,,BEARISH,46.63,POSITIVE_GAMMA_PINNING,OK,POOR,MEDIUM
case_003800,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.778475,0.876895,0.09842,0.196839,0.5148,0.7218,LOW,KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,52.86,CALM_TRANSITION,PENETRATED,LOW,MEDIUM
case_003814,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.552892,0.659809,0.106917,0.213834,0.6119,2.8591,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,53.93,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,EXTREME,LOW
case_003816,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.0346,0.468725,0.434125,0.868249,0.4935,2.9652,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,85.18,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_003825,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.548171,0.613891,0.06572,0.131439,0.4523,0.7414,LOW,,BEARISH,56.25,CALM_TRANSITION,INTACT,MEDIUM,MEDIUM
case_003834,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.536759,0.55096,0.014202,0.028403,0.3028,3.0909,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,74.31,POSITIVE_GAMMA_PINNING,PENETRATED,HIGH,LOW
case_003844,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.744018,0.681022,-0.062997,-0.125993,0.2236,1.6004,LOW,,BEARISH,69.51,CALM_TRANSITION,INTACT,POOR,MEDIUM
case_003847,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.682287,0.750388,0.068101,0.136202,0.2718,1.7665,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,45.23,POSITIVE_GAMMA_PINNING,ABSENT,MEDIUM,LOW
case_003851,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.649124,0.528948,-0.120176,-0.240351,0.3747,2.121,LOW,,BULLISH,68.94,POSITIVE_GAMMA_PINNING,OK,GOOD,MEDIUM
case_003891,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.534718,0.529522,-0.005196,-0.010391,0.2233,2.3985,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,47.54,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,MEDIUM,MEDIUM
case_003892,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.500311,0.552481,0.052171,0.04355,0.5332,1.613,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,51.96,CALM_TRANSITION,TOUCHED,MEDIUM,LOW
case_003894,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.591206,0.646506,0.0553,0.1106,0.2836,1.5209,LOW,,BULLISH,63.91,CALM_TRANSITION,OK,MEDIUM,MEDIUM
case_003901,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.691096,0.702675,0.011579,0.00156,0.463,1.5935,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,61.36,POSITIVE_GAMMA_PINNING,TOUCHED,MEDIUM,LOW
case_003913,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.749672,0.667518,-0.082154,-0.164309,0.1637,0.7174,LOW,,BULLISH,65.47,POSITIVE_GAMMA_PINNING,THICK_BUFFER,HIGH,LOW
case_003924,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.366391,0.473015,0.106624,0.213249,0.4438,1.0725,LOW,,BULLISH,47.44,POSITIVE_GAMMA_PINNING,INTACT,GOOD,LOW
case_003929,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.491094,0.663227,0.172133,0.344266,0.6305,1.2564,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,60.34,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,EXTREME,LOW
case_003934,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.725547,0.794736,0.069189,0.138377,0.4459,0.6767,LOW,,BULLISH,56.78,POSITIVE_GAMMA_PINNING,OK,GOOD,MEDIUM
case_003942,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.066152,0.471255,0.405103,0.810205,0.6741,1.612,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,70.74,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,LOW
case_003949,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.669707,0.644277,-0.02543,0.039279,0.5331,1.8278,LOW,,BULLISH,71.77,CALM_TRANSITION,OK,GOOD,LOW
case_003973,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.655941,0.698435,0.042494,0.084989,0.2837,2.4622,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,75.26,POSITIVE_GAMMA_PINNING,PENETRATED,POOR,LOW
case_003985,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.18299,0.537116,0.354126,0.078214,0.5957,2.5312,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,56.61,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,LOW
case_003986,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.663652,0.559964,-0.103688,-0.207375,0.1642,2.1766,LOW,,BEARISH,75.71,CALM_TRANSITION,OK,EXTREME,LOW
case_003992,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.683846,0.648188,-0.035658,-0.071316,0.1598,1.4807,LOW,,BULLISH,75.79,POSITIVE_GAMMA_PINNING,INTACT,EXTREME,LOW
case_003998,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.532155,0.634927,0.102772,0.205543,0.5056,0.9418,LOW,,BULLISH,55.16,POSITIVE_GAMMA_PINNING,THICK_BUFFER,LOW,LOW
case_004009,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.40475,0.614613,0.209862,0.419725,0.6703,3.1241,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,73.95,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,EXTREME,LOW
case_004015,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.239976,0.554407,0.314432,0.055688,0.5673,2.8667,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,56.7,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,LOW
case_004016,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.220237,0.430154,0.209917,0.419834,0.2916,1.8771,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,55.54,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,LOW
case_004023,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.590512,0.638057,0.047545,0.095091,0.4718,1.6809,LOW,KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,37.08,POSITIVE_GAMMA_PINNING,TOUCHED,HIGH,LOW
case_004034,SHORT_PUT,NORMAL,WATCH,normal_too_sticky,0.427258,0.488727,0.061469,-0.031168,0.7425,2.8999,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,58.55,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,POOR,LOW
case_004036,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.650842,0.706563,0.055721,0.111441,0.4389,1.0863,LOW,,NEUTRAL,40.0,POSITIVE_GAMMA_PINNING,THICK_BUFFER,LOW,LOW
case_004045,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.710959,0.675618,-0.035341,-0.070683,0.3877,1.6272,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,39.32,CALM_TRANSITION,TOUCHED,GOOD,LOW
case_004049,SHORT_PUT,EXIT_PREFERRED,WATCH,exit_preferred_too_eager,0.485481,0.583314,0.097834,0.195667,0.4566,2.8865,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,37.19,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,LOW,MEDIUM
case_004050,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.628729,0.63111,0.002381,0.004762,0.4408,1.5288,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,42.89,POSITIVE_GAMMA_PINNING,PENETRATED,POOR,MEDIUM
case_004069,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.663278,0.745107,0.081829,0.163658,0.5095,1.783,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,39.27,CALM_TRANSITION,TOUCHED,EXTREME,LOW
case_004074,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.494639,0.560139,0.0655,-0.033622,0.1175,2.6245,LOW,,BULLISH,73.26,POSITIVE_GAMMA_PINNING,OK,GOOD,LOW
case_004080,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.326122,0.435753,0.109631,-0.037571,0.5212,2.9857,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,56.7,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,GOOD,LOW
case_004085,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.588182,0.765722,0.17754,0.35508,0.7477,2.1883,MEDIUM,GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,NEUTRAL,47.38,NEGATIVE_GAMMA_AMPLIFYING,TOUCHED,POOR,LOW
case_004100,SHORT_PUT,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.275378,0.460821,0.185444,0.370887,0.6984,2.6382,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,86.69,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,EXTREME,LOW
case_004102,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.369447,0.535678,0.166231,0.332463,0.5639,2.8294,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,84.34,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,EXTREME,LOW
case_004103,SHORT_PUT,WATCH,NORMAL,watch_too_sensitive,0.563491,0.666727,0.103236,0.206471,0.4741,0.5699,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,43.08,NEGATIVE_GAMMA_AMPLIFYING,PENETRATED,EXTREME,LOW
case_004106,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.603404,0.639742,0.036338,0.072676,0.2818,2.4319,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BEARISH,61.91,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,POOR,LOW
case_004110,SHORT_CALL,HEDGE_READY,WATCH,overhedge_due_threshold_or_friction,0.758272,0.776977,0.018705,0.03741,0.5817,2.948,HIGH,EDB_ADVERSE|GGR_ADVERSE|KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,71.91,NEGATIVE_GAMMA_AMPLIFYING,ABSENT,HIGH,MEDIUM
case_004120,SHORT_PUT,EXIT_PREFERRED,NORMAL,other,0.527067,0.602571,0.075504,0.070737,0.1283,2.5603,LOW,,BULLISH,70.05,POSITIVE_GAMMA_PINNING,OK,MEDIUM,LOW
case_004123,SHORT_CALL,EXIT_PREFERRED,NORMAL,other,0.492187,0.502457,0.01027,0.02054,0.3724,1.5363,LOW,KPF_BUFFER_WEAK_OR_BROKEN,BULLISH,39.6,POSITIVE_GAMMA_PINNING,TOUCHED,MEDIUM,LOW
case_004129,SHORT_CALL,WATCH,NORMAL,watch_too_sensitive,0.767951,0.565697,-0.202254,-0.404508,0.3344,1.5482,LOW,,BEARISH,55.21,POSITIVE_GAMMA_PINNING,INTACT,POOR,LOW
